Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
409,01-06-2013,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,562,136,26,137,228,34
435,01-06-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,80,50,120,56,302,82,17,58,137,37
801,01-06-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,80,50,130,62,436,94,20,58,155,48
435,01-06-2013,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,90,30,-10,120,116,1142,25,35,-46,140,54
435,01-06-2013,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,50,0,80,52,313,73,47,-4,124,71
435,01-06-2013,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,40,20,60,41,239,55,13,19,95,38
435,01-06-2013,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,10,50,35,204,43,13,-4,77,43
435,01-06-2013,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,50,40,80,36,828,53,10,43,88,20
801,01-06-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,48,593,63,15,48,110,26
435,01-06-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,37,876,55,10,47,91,20
435,01-06-2013,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,80,90,60,170,65,1042,77,20,50,141,38
435,01-06-2013,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,80,50,130,46,367,62,15,26,107,40
435,01-06-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,580,93,28,44,167,57
949,01-06-2013,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,160,140,260,123,947,178,34,184,298,42
415,01-06-2013,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,200,260,190,460,244,1213,288,75,265,527,89
310,01-06-2013,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,574,107,27,92,188,37
951,01-06-2013,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,70,110,90,180,113,897,163,31,166,274,40
925,01-06-2013,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,562,136,26,135,228,35
949,01-06-2013,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,60,30,90,54,641,81,17,44,134,46
510,01-06-2013,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,240,260,180,500,260,1715,261,72,228,516,89
650,01-06-2013,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,130,200,50,330,144,874,201,131,50,342,153
661,01-06-2013,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,260,340,230,600,272,1616,362,89,331,628,113
650,01-06-2013,West,Major Market,Amaretto,Beans,Coffee,California,Regular,170,-50,-110,120,141,1514,-45,45,-156,95,63
530,01-06-2013,West,Major Market,Colombian,Beans,Coffee,California,Regular,440,670,500,1110,356,2476,534,124,493,882,165
925,01-06-2013,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,250,-40,-140,210,200,2393,-31,66,-196,167,103
775,01-06-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,120,180,50,300,144,874,201,131,51,342,153
702,01-06-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,170,250,170,420,200,1095,278,66,229,474,104
775,01-06-2013,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,120,180,130,300,141,764,204,45,188,342,63
702,01-06-2013,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,170,260,190,430,272,1616,362,89,333,628,113
775,01-06-2013,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,180,120,350,260,1715,261,72,228,516,89
775,01-06-2013,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,271,4507,-271,102,-509,37,126
775,01-06-2013,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,602,43,0,43,43,11
702,01-06-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,23,843,35,6,25,57,16
775,01-06-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,21,798,32,5,21,53,16
702,01-06-2013,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,236,46,13,0,81,43
702,01-06-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,40,20,80,32,996,38,9,11,69,28
541,01-06-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,28,816,41,7,30,68,18
503,01-06-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,43,597,56,14,41,98,24
971,01-06-2013,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,10,20,18,478,26,5,12,44,16
503,01-06-2013,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,70,110,70,180,111,767,167,36,138,276,62
503,01-06-2013,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,120,80,190,118,636,164,36,145,279,55
971,01-06-2013,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,70,30,110,51,396,64,19,15,114,49
541,01-06-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,70,40,110,50,397,68,16,33,117,41
503,01-06-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,140,90,280,149,1245,149,41,115,295,61
503,01-06-2013,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,50,80,30,130,44,496,63,40,-8,106,64
503,01-06-2013,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,50,90,40,140,47,456,65,15,6,111,57
503,01-06-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,70,40,110,38,414,55,12,28,92,33
253,01-06-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,130,90,200,92,1102,140,30,109,230,57
253,01-06-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,60,50,90,43,822,64,12,55,106,22
206,01-06-2013,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,50,30,80,47,371,78,14,57,124,34
206,01-06-2013,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,20,60,40,443,59,12,33,98,33
509,01-06-2013,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,30,50,0,80,53,597,75,48,-4,127,73
509,01-06-2013,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,48,593,62,15,47,109,26
360,01-06-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,59,377,74,22,25,132,52
425,01-06-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,90,60,160,81,1046,96,25,68,175,44
206,01-06-2013,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,90,150,110,240,79,425,114,25,91,191,45
206,01-06-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,130,200,90,330,110,665,154,100,33,262,121
719,01-07-2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1304,146,40,112,288,60
303,01-07-2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,50,0,80,39,517,56,36,-14,94,61
720,01-07-2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,50,20,90,47,420,63,15,29,109,39
719,01-07-2013,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,51,419,64,19,17,114,48
720,01-07-2013,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,50,1051,59,15,32,108,33
970,01-07-2013,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,41,592,53,13,37,93,24
720,01-07-2013,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,952,152,29,153,254,38
303,01-07-2013,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,90,110,80,200,87,564,112,28,98,197,38
303,01-07-2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,190,150,320,127,1007,185,35,192,309,43
720,01-07-2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,170,140,270,94,608,136,26,135,228,35
303,01-07-2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,668,79,17,43,130,45
708,01-07-2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,952,152,29,153,254,38
773,01-07-2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,100,70,170,87,564,112,28,99,197,37
312,01-07-2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,170,150,270,127,1007,185,35,192,309,43
312,01-07-2013,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,120,90,200,94,608,136,26,137,228,34
312,01-07-2013,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,668,79,17,43,130,45
815,01-07-2013,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,250,340,230,590,238,1190,329,78,287,562,113
847,01-07-2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,833,222,49,207,373,67
630,01-07-2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,330,470,340,800,291,1742,387,96,357,672,119
815,01-07-2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1819,266,74,232,527,91
641,01-07-2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,340,240,590,291,1742,387,96,356,672,120
563,01-07-2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,833,222,49,207,373,67
563,01-07-2013,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1819,266,74,230,527,92
515,01-07-2013,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,230,290,170,520,270,1834,332,102,272,597,126
712,01-07-2013,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,854,36,7,23,60,18
319,01-07-2013,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,34,1010,41,10,12,74,30
712,01-07-2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,605,31,7,17,54,18
712,01-07-2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,20,808,29,5,18,49,15
563,01-07-2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,559,43,0,43,43,11
636,01-07-2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,70,10,120,59,338,82,53,-1,140,77
660,01-07-2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,40,0,140,120,1334,49,37,-17,167,57
314,01-07-2013,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,44,258,59,14,23,102,39
816,01-07-2013,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,30,40,0,70,40,219,49,15,1,88,45
417,01-07-2013,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,252,46,13,0,81,43
314,01-07-2013,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,613,93,28,43,167,58
314,01-07-2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,60,1070,72,18,44,131,37
660,01-07-2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,35,894,52,9,44,86,19
314,01-07-2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,845,57,10,48,95,20
513,01-07-2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,486,26,5,12,44,16
937,01-07-2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,40,40,50,23,868,34,6,22,56,17
740,01-07-2013,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,822,172,37,144,283,63
419,01-07-2013,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,120,170,110,290,141,692,195,43,177,333,62
614,01-07-2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,419,64,19,15,114,49
513,01-07-2013,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,47,420,63,15,28,109,40
234,01-07-2013,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,432,51,10,25,84,31
567,01-07-2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,50,0,90,39,517,56,36,-12,94,60
216,01-07-2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1304,146,40,112,288,60
262,01-07-2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,40,90,39,380,65,12,40,103,33
262,01-07-2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,870,85,16,80,143,25
262,01-07-2013,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,462,54,11,29,89,31
715,01-07-2013,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,50,0,90,47,622,66,42,-8,112,67
715,01-07-2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,50,587,65,16,50,114,27
262,01-07-2013,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,403,74,22,25,132,52
608,01-07-2013,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,130,180,60,310,124,717,173,112,44,294,131
262,01-07-2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,130,80,230,97,575,130,32,98,225,55
715,01-07-2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,130,90,220,86,1081,103,26,77,187,44
860,01-07-2013,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,80,40,130,76,613,93,28,44,167,57
959,01-07-2013,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,60,40,100,60,1070,72,18,46,131,36
959,01-07-2013,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,60,50,90,35,894,52,9,44,86,19
860,01-07-2013,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,20,814,31,5,21,51,15
475,01-07-2013,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,70,20,110,47,622,66,42,-7,112,66
860,01-07-2013,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,50,20,90,43,388,57,14,22,99,38
203,01-07-2013,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,130,90,210,90,1148,135,29,104,223,56
352,01-07-2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,50,587,65,16,50,114,27
352,01-07-2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,59,403,74,22,26,132,51
239,01-07-2013,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,80,50,140,86,1081,103,26,76,187,45
772,01-07-2013,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,70,50,110,45,885,65,12,57,109,22
239,01-07-2013,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,90,70,150,59,870,85,16,80,143,25
239,01-07-2013,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,110,180,60,290,124,717,173,112,44,294,131
754,01-07-2013,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,130,80,220,97,575,130,32,98,225,55
305,01-07-2013,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,170,120,270,114,822,172,37,144,283,63
754,01-07-2013,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,130,180,130,310,141,692,195,43,178,333,61
774,01-07-2013,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,51,419,64,19,15,114,49
413,01-07-2013,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,40,30,60,23,868,34,6,22,56,17
774,01-07-2013,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,18,486,26,5,12,44,16
413,01-07-2013,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,70,20,100,39,560,72,36,10,110,60
339,01-07-2013,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,130,150,100,280,145,1304,146,40,112,288,60
978,01-07-2013,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,40,590,560,630,52,-1493,613,17,778,659,46
603,01-07-2013,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,252,46,13,0,81,43
603,01-07-2013,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,25,854,36,7,23,60,18
603,01-07-2013,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,559,43,0,43,43,11
603,01-07-2013,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,50,80,10,130,59,338,82,53,-1,140,77
603,01-07-2013,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,50,10,80,40,219,49,15,0,88,46
603,01-07-2013,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,90,70,140,61,329,90,19,68,150,38
603,01-07-2013,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,60,90,60,150,64,467,96,21,59,159,49
516,01-07-2013,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,410,310,610,270,1781,523,102,536,786,126
914,01-07-2013,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,190,-40,-110,150,260,3076,-62,80,-226,196,95
212,01-07-2013,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,200,160,330,127,1007,185,35,190,309,44
914,01-07-2013,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,952,152,29,153,254,38
631,01-07-2013,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,608,136,26,135,228,35
347,01-07-2013,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,150,-80,-240,70,162,2321,-85,147,-367,76,168
631,01-07-2013,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,250,280,190,530,266,1355,280,74,251,541,91
716,01-07-2013,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,520,370,860,364,2654,548,127,511,904,166
337,01-07-2013,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,46,587,60,15,44,105,26
985,01-07-2013,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,613,93,28,43,167,58
337,01-07-2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,70,50,120,40,843,59,11,50,98,21
504,01-07-2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,870,85,16,80,143,25
225,01-07-2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,50,0,90,47,-395,66,42,-8,112,67
318,01-07-2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,50,30,80,39,380,65,12,41,103,33
225,01-07-2013,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,20,70,36,462,54,11,29,89,31
505,01-07-2013,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,25,854,36,7,23,60,18
505,01-07-2013,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,40,20,70,34,1010,41,10,14,74,29
505,01-07-2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,80,120,70,200,64,467,96,21,61,159,48
505,01-07-2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,60,10,210,120,1334,49,37,-15,167,56
505,01-07-2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,40,10,70,40,-258,49,15,1,88,45
505,01-07-2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,70,0,120,59,338,82,53,-1,140,77
505,01-07-2013,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,44,258,59,14,25,102,38
580,01-07-2013,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,403,74,22,26,132,51
405,01-07-2013,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,110,180,60,290,124,717,173,112,44,294,131
580,01-07-2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,60,40,110,41,592,53,13,39,93,23
918,01-07-2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,50,40,70,23,868,34,6,22,56,17
405,01-07-2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,120,160,110,280,141,-942,195,43,177,333,62
918,01-07-2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,486,26,5,12,44,16
405,01-07-2013,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,150,100,240,114,822,172,37,142,283,64
214,01-07-2013,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,47,420,63,15,28,109,40
254,01-07-2013,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,50,30,80,34,432,51,10,26,84,30
972,01-07-2013,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,320,380,290,700,260,1319,307,80,284,562,94
806,01-07-2013,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,140,110,240,87,564,112,28,98,197,38
682,01-07-2013,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,52,-456,79,17,41,130,46
979,01-07-2013,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,952,152,29,155,254,37
254,01-07-2013,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,608,136,26,135,228,35
801,01-07-2013,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,50,30,70,44,258,59,14,23,102,39
435,01-07-2013,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,40,20,60,40,219,49,15,1,88,45
435,01-07-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,80,60,130,61,329,90,19,66,150,39
435,01-07-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,90,60,140,64,467,96,21,61,159,48
801,01-07-2013,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,100,40,-10,140,120,1334,49,37,-17,167,57
801,01-07-2013,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,60,10,90,59,338,82,53,0,140,76
801,01-07-2013,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,90,60,160,60,1070,72,18,44,131,37
435,01-07-2013,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,70,40,120,43,388,57,14,22,99,38
435,01-07-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,613,93,28,43,167,58
435,01-07-2013,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,60,50,90,39,845,57,10,50,95,20
435,01-07-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,46,587,60,15,44,105,26
435,01-07-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,35,894,52,9,43,86,20
707,01-07-2013,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,608,136,26,135,228,35
949,01-07-2013,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,50,20,80,52,668,79,17,41,130,46
619,01-07-2013,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,170,150,270,127,1007,185,35,192,309,43
714,01-07-2013,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,220,270,200,490,260,1319,307,80,283,562,95
909,01-07-2013,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,100,70,170,87,564,112,28,99,197,37
619,01-07-2013,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,110,100,170,104,952,152,29,155,254,37
661,01-07-2013,West,Major Market,Amaretto,Beans,Coffee,California,Regular,190,-90,-150,100,154,1832,-67,49,-190,86,66
650,01-07-2013,West,Major Market,Colombian,Beans,Coffee,California,Regular,450,690,530,1140,364,2654,548,127,511,904,166
909,01-07-2013,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,290,-40,-150,250,238,2797,-36,78,-217,200,113
213,01-07-2013,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,250,260,170,510,266,1819,266,74,230,527,92
408,01-07-2013,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,150,220,60,370,162,943,225,147,62,384,167
562,01-07-2013,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,270,380,260,650,291,1742,387,96,357,672,119
702,01-07-2013,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,190,270,190,460,291,1742,387,96,356,672,120
702,01-07-2013,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,190,130,360,266,1819,266,74,232,527,91
775,01-07-2013,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,270,5230,-270,102,-522,27,126
702,01-07-2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,130,210,70,340,162,943,225,147,62,384,167
702,01-07-2013,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,200,290,200,490,238,1190,329,78,287,562,113
702,01-07-2013,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,200,150,330,154,833,222,49,207,373,67
775,01-07-2013,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,252,46,13,-1,81,44
702,01-07-2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,50,30,90,34,1010,41,10,12,74,30
775,01-07-2013,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,559,43,0,44,43,10
702,01-07-2013,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,25,854,36,7,23,60,18
775,01-07-2013,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,808,29,5,17,49,16
